date,locator,latitude,longitude,healthy,sick_guess_no_corona,sick_guess_corona,sick_corona_confirmed,recovered_confirmed,recovered_not_confirmed
2020-03-26,6648,46.1767,8.813,1,0,0,0,0,0
2020-03-26,1274,46.393,6.1971,1,0,0,0,0,0
2020-03-26,1791,46.8708,7.1304,2,0,0,0,0,0
2020-03-26,1243,46.2189,6.2551,1,0,0,0,0,0
2020-03-26,1847,46.3759,6.9186,1,0,0,0,0,0
2020-03-26,3174,46.894,7.3518,1,0,0,0,0,0
2020-03-26,1733,46.7285,7.1376,4,0,0,0,0,0
2020-03-26,1763,46.8251,7.1415,3,0,0,0,0,0
2020-03-26,1245,46.2537,6.204,3,0,3,0,0,0
2020-03-26,1854,46.3416,7.0125,2,0,0,0,0,0
2020-03-26,1964,46.2274,7.3049,2,0,0,0,0,0
2020-03-26,1902,46.1785,7.0236,0,0,1,0,0,0
2020-03-26,1433,46.7225,6.599,1,0,0,0,0,0
2020-03-26,8405,47.4775,8.7783,2,0,0,0,0,0
2020-03-26,3212,46.889,7.179,2,0,0,0,0,0
2020-03-26,1313,46.6584,6.4855,1,0,0,0,0,0
2020-03-26,1528,46.7398,6.8544,1,0,0,0,0,0
2020-03-26,1515,46.7042,6.7934,1,0,0,0,0,0
2020-03-26,3063,46.9753,7.4799,1,0,0,0,0,0
2020-03-26,1254,46.2354,6.266,1,0,0,0,0,0
2020-03-26,1587,46.9228,7.0107,1,1,1,0,0,0
2020-03-26,1147,46.6012,6.3769,1,0,0,0,0,1
2020-03-26,1969,46.1675,7.452,1,0,0,0,0,0
2020-03-26,1307,46.6329,6.526,0,0,1,0,0,0
2020-03-26,1261,46.4864,6.2468,3,0,0,0,0,0
2020-03-26,2540,47.189,7.4072,1,0,0,0,0,0
2020-03-26,3018,46.9339,7.3891,0,0,1,0,0,0
2020-03-26,1256,46.1612,6.1485,2,0,1,0,0,1
2020-03-26,1985,46.0977,7.5162,1,0,0,0,0,0
2020-03-26,1726,46.729,7.0611,1,0,0,0,0,0
2020-03-26,1762,46.8122,7.1266,1,1,1,0,0,0
2020-03-26,1717,46.7913,7.2213,1,0,0,0,0,0
2020-03-26,2738,47.24,7.3322,1,0,0,0,0,0
2020-03-26,1784,46.8691,7.1208,1,0,0,0,0,0
2020-03-26,1262,46.3793,6.2047,0,0,1,0,0,0
2020-03-26,9000,47.4236,9.3622,2,0,0,0,0,1
2020-03-26,1740,46.7679,7.0652,1,0,0,0,0,0
2020-03-26,1846,46.3496,6.8943,1,0,0,0,0,0
2020-03-26,1059,46.634,6.7276,1,0,0,0,0,0
2020-03-26,8106,47.4503,8.4636,1,0,0,0,0,0
2020-03-26,1712,46.8154,7.2176,1,0,0,0,0,0
2020-03-26,3013,46.9562,7.4462,2,0,0,0,0,0
2020-03-26,1932,46.0778,7.081,1,0,0,0,0,0
2020-03-26,8700,47.3169,8.5835,1,0,0,0,0,0
2020-03-26,6962,46.011,8.9671,1,0,0,0,0,0
2020-03-26,8610,47.3459,8.7169,2,0,0,0,0,0
2020-03-26,1683,46.6762,6.8457,2,0,0,0,0,0
2020-03-26,1868,46.2606,6.9403,0,0,1,0,0,0
2020-03-26,1268,46.4529,6.2554,1,0,0,0,0,0
2020-03-26,1545,46.8876,6.9072,0,0,1,0,0,0
2020-03-26,1677,46.6381,6.8745,2,0,0,0,0,0
2020-03-26,1584,46.9055,6.99,1,0,0,0,0,0
2020-03-26,1966,46.275,7.4088,1,0,0,0,0,1
2020-03-26,3186,46.846,7.1907,1,0,0,0,0,0
2020-03-26,1173,46.4812,6.3699,0,0,0,0,0,1
2020-03-26,3971,46.2806,7.4782,0,0,1,0,0,0
2020-03-26,1183,46.4531,6.2899,2,0,0,0,0,0
2020-03-26,8180,47.5171,8.5409,1,0,0,0,1,1
2020-03-26,6370,46.9585,8.3716,1,0,0,0,0,0
2020-03-26,2742,47.2747,7.3419,1,0,0,0,0,0
2020-03-26,6390,46.8162,8.4037,4,0,0,0,0,1
2020-03-26,1943,45.99,7.1255,0,0,0,0,0,1
2020-03-26,2908,47.3917,6.9397,1,0,0,0,0,0
2020-03-26,1898,46.3926,6.804,1,0,0,0,0,0
2020-03-26,1267,46.4265,6.2445,0,0,0,1,0,0
2020-03-26,1231,46.1844,6.1766,1,0,0,0,0,0
2020-03-26,1185,46.4709,6.337,2,0,0,0,0,0
2020-03-26,1286,46.1448,6.0431,1,0,0,0,0,0
2020-03-26,1945,45.9985,7.1744,1,0,0,0,0,0
2020-03-26,1299,46.3559,6.2064,1,0,0,0,0,0
2020-03-26,8044,47.3819,8.5877,2,0,0,0,0,0
2020-03-26,8057,47.3999,8.5474,4,0,1,0,0,0
2020-03-26,8045,47.3516,8.5057,2,0,0,0,0,0
2020-03-26,8052,47.4245,8.5406,3,0,0,0,0,0
2020-03-26,6300,47.1543,8.5247,0,0,2,0,0,0
2020-03-26,8154,47.4766,8.5207,1,0,0,0,0,0
2020-03-26,8307,47.4314,8.7032,1,0,0,0,0,0
2020-03-26,4600,47.351,7.8986,1,0,0,0,0,0
2020-03-26,1174,46.4964,6.3568,1,0,0,0,0,0
2020-03-26,8400,47.4916,8.7295,1,0,1,0,0,0
2020-03-26,8051,47.3997,8.5788,2,0,0,0,0,0
2020-03-26,1626,46.6512,6.9609,0,0,1,0,0,0
2020-03-26,8843,47.0417,8.7865,1,0,0,0,0,0
2020-03-26,1994,46.2067,7.316,1,0,0,0,0,0
2020-03-26,1453,46.8431,6.5858,3,0,0,0,0,0
2020-03-26,8806,47.2039,8.7327,1,0,0,0,0,0
2020-03-26,8064,47.3987,8.4852,1,0,0,0,0,0
2020-03-26,1144,46.5547,6.3741,0,1,0,0,0,0
2020-03-26,6004,47.0603,8.298,1,0,0,0,0,0
2020-03-26,8708,47.2547,8.6938,3,0,0,0,0,0
2020-03-26,1442,46.793,6.6123,2,0,0,0,0,0
2020-03-26,3052,46.9929,7.4614,0,1,0,0,0,0
2020-03-26,1452,46.8292,6.5402,1,0,0,0,0,0
2020-03-26,1450,46.8188,6.5115,9,0,0,0,0,0
2020-03-26,1358,46.7519,6.5193,1,0,0,0,0,0
2020-03-26,1436,46.7763,6.608,1,0,0,0,0,0
2020-03-26,1189,46.5143,6.3303,1,0,0,0,0,0
2020-03-26,1609,46.5831,6.8768,1,0,0,0,0,0
2020-03-26,1325,46.6892,6.3904,2,0,0,0,0,0
2020-03-26,1454,46.8299,6.4728,1,0,0,0,0,0
2020-03-26,1338,46.7292,6.4148,1,0,0,0,0,0
2020-03-26,8640,47.2209,8.8112,2,0,0,0,0,0
2020-03-26,1266,46.409,6.233,1,0,0,0,0,0
2020-03-26,8645,47.2291,8.8365,2,0,0,0,0,0
2020-03-26,3608,46.7399,7.5988,1,0,0,0,0,0
2020-03-26,1612,46.5457,6.8623,1,0,0,0,0,0
2020-03-26,1061,46.6473,6.7294,0,0,1,0,0,0
2020-03-26,3423,47.0956,7.5927,1,0,0,0,0,0
2020-03-26,8546,47.5492,8.8337,1,0,0,0,0,0
2020-03-26,1077,46.5781,6.7853,1,0,0,0,0,0
2020-03-26,1699,46.6002,6.8678,1,0,0,0,0,0
2020-03-26,2054,47.074,6.9348,3,0,0,0,0,0
2020-03-26,1906,46.1235,7.1298,1,0,0,0,0,0
2020-03-26,1947,46.061,7.2388,0,0,1,0,0,0
2020-03-26,1533,46.7842,6.8814,1,0,0,0,0,0
2020-03-26,2016,46.9429,6.8463,3,0,0,0,0,0
2020-03-26,4051,47.5542,7.5867,1,0,0,0,0,0
2020-03-26,1143,46.5523,6.4286,1,0,0,0,0,0
2020-03-26,1404,46.7759,6.6929,0,0,0,0,0,1
2020-03-26,1482,46.8149,6.8931,1,0,1,0,0,0
2020-03-26,8302,47.4525,8.5844,1,0,0,0,0,0
2020-03-26,2916,47.4179,6.9492,1,0,0,0,0,0
2020-03-26,2014,46.9662,6.8401,0,0,0,0,0,1
2020-03-26,4538,47.2601,7.6568,1,0,0,0,0,0
2020-03-26,8047,47.3739,8.487,1,0,0,0,0,0
2020-03-26,2114,46.9013,6.5818,0,1,0,0,0,0
2020-03-26,4704,47.2716,7.6809,1,0,0,0,0,0
2020-03-26,2544,47.2034,7.4297,1,0,0,0,0,0
2020-03-26,4513,47.2217,7.5146,1,0,0,0,0,0
2020-03-26,2735,47.2432,7.2871,1,0,0,0,0,0
2020-03-26,3072,46.9577,7.4977,0,0,1,0,0,0
2020-03-26,4702,47.2873,7.7238,1,0,0,0,0,0
2020-03-26,8008,47.3559,8.563,1,0,0,0,0,0
2020-03-26,1116,46.5726,6.4545,1,0,0,0,0,0
2020-03-26,3715,46.4929,7.5588,1,0,0,0,0,0
2020-03-26,2316,47.0051,6.7417,1,0,0,0,0,0
2020-03-26,1427,46.84,6.6724,1,0,0,0,0,0
2020-03-26,1899,46.3152,6.8787,1,0,0,0,0,0
2020-03-26,4466,47.4694,7.8741,0,0,0,0,0,1
2020-03-26,8800,47.2902,8.5692,1,0,0,0,0,0
2020-03-26,1446,46.7909,6.5183,1,0,0,0,0,0
2020-03-26,1124,46.5852,6.5084,0,0,1,0,0,0
2020-03-26,8902,47.3827,8.4238,0,0,0,0,0,1
2020-03-26,8953,47.4049,8.4037,2,0,0,0,0,0
2020-03-26,8903,47.3517,8.4412,1,0,0,0,0,0
2020-03-26,2608,47.1753,7.0924,1,0,0,0,0,0
2020-03-26,6005,47.0292,8.3276,1,0,0,0,0,0
2020-03-26,8404,47.5233,8.7573,2,0,0,0,0,0
2020-03-26,1552,46.7703,6.9259,1,0,0,0,0,0
2020-03-26,8715,47.2194,8.8943,1,0,0,0,0,0
2020-03-26,8882,47.1141,9.2554,1,0,0,0,0,0
2020-03-26,4410,47.4854,7.7211,1,0,0,0,0,0
2020-03-26,1873,46.1998,6.8655,0,1,0,0,0,0
2020-03-26,1832,46.4565,6.9224,0,0,0,1,1,0
2020-03-26,6900,46.0024,8.9454,1,0,0,0,0,0
2020-03-26,2827,47.3381,7.5275,0,0,0,0,0,1
2020-03-26,8952,47.3966,8.4458,0,0,0,0,0,1
2020-03-26,3293,47.1209,7.3434,1,0,0,0,0,0
2020-03-26,4057,47.5761,7.5997,1,0,0,0,0,0
2020-03-26,1695,46.7147,7.0245,1,0,0,0,0,0
2020-03-26,7457,46.4681,9.6506,1,0,0,0,0,0
